pid,api_name,call_count,total_time_ms,avg_duration_us
495200,cudaEventSynchronize_v3020,129,129.972888,1007.5417674418605
495200,cudaStreamSynchronize_v3020,507,72.4186,142.83747534516766
495200,cudaDeviceSynchronize_v3020,1552,30.816405,19.85593105670103
495200,cudaEventQuery_v3020,119,0.296287,2.489806722689076
495200,cudaStreamWaitEvent_v3020,65,0.130807,2.0124153846153847
